intersection_id,state,phase_duration,current_phase_time
0,TLState.NSY,3,0.0
0,TLState.NSY,3,0.5
0,TLState.NSY,3,1.0
0,TLState.NSY,3,1.5
0,TLState.NSY,3,2.0
0,TLState.NSY,3,2.5
0,TLState.R,2,0.0
0,TLState.R,2,0.5
0,TLState.R,2,1.0
0,TLState.R,2,1.5
0,TLState.EWG,0,0.0
0,TLState.EWY,3,0.0
0,TLState.EWY,3,0.5
0,TLState.EWY,3,1.0
0,TLState.EWY,3,1.5
0,TLState.EWY,3,2.0
0,TLState.EWY,3,2.5
0,TLState.R,2,0.0
0,TLState.R,2,0.5
0,TLState.R,2,1.0
0,TLState.R,2,1.5
0,TLState.EWG,0,0.0
0,TLState.EWY,3,0.0
0,TLState.EWY,3,0.5
0,TLState.EWY,3,1.0
0,TLState.EWY,3,1.5
0,TLState.EWY,3,2.0
0,TLState.EWY,3,2.5
0,TLState.R,2,0.0
0,TLState.R,2,0.5
0,TLState.R,2,1.0
0,TLState.R,2,1.5
0,TLState.NSG,10,0.0
0,TLState.NSG,10,0.5
0,TLState.NSG,10,1.0
0,TLState.NSG,10,1.5
0,TLState.NSG,10,2.0
0,TLState.NSG,10,2.5
0,TLState.NSG,10,3.0
0,TLState.NSG,10,3.5
0,TLState.NSG,10,4.0
0,TLState.NSG,10,4.5
0,TLState.NSG,10,5.0
0,TLState.NSG,10,5.5
0,TLState.NSG,10,6.0
0,TLState.NSG,10,6.5
0,TLState.NSG,10,7.0
0,TLState.NSG,10,7.5
0,TLState.NSG,10,8.0
0,TLState.NSG,10,8.5
0,TLState.NSG,10,9.0
0,TLState.NSG,10,9.5
0,TLState.NSY,3,0.0
0,TLState.NSY,3,0.5
0,TLState.NSY,3,1.0
0,TLState.NSY,3,1.5
0,TLState.NSY,3,2.0
0,TLState.NSY,3,2.5
0,TLState.R,2,0.0
0,TLState.R,2,0.5
0,TLState.R,2,1.0
0,TLState.R,2,1.5
0,TLState.EWG,10,0.0
0,TLState.EWG,10,0.5
0,TLState.EWG,10,1.0
0,TLState.EWG,10,1.5
0,TLState.EWG,10,2.0
0,TLState.EWG,10,2.5
0,TLState.EWG,10,3.0
0,TLState.EWG,10,3.5
0,TLState.EWG,10,4.0
0,TLState.EWG,10,4.5
0,TLState.EWG,10,5.0
0,TLState.EWG,10,5.5
0,TLState.EWG,10,6.0
0,TLState.EWG,10,6.5
0,TLState.EWG,10,7.0
0,TLState.EWG,10,7.5
0,TLState.EWG,10,8.0
0,TLState.EWG,10,8.5
0,TLState.EWG,10,9.0
0,TLState.EWG,10,9.5
0,TLState.EWY,3,0.0
0,TLState.EWY,3,0.5
0,TLState.EWY,3,1.0
0,TLState.EWY,3,1.5
0,TLState.EWY,3,2.0
0,TLState.EWY,3,2.5
0,TLState.R,2,0.0
0,TLState.R,2,0.5
0,TLState.R,2,1.0
0,TLState.R,2,1.5
0,TLState.NSG,30,0.0
0,TLState.NSG,30,0.5
0,TLState.NSG,30,1.0
0,TLState.NSG,30,1.5
0,TLState.NSG,30,2.0
0,TLState.NSG,30,2.5
0,TLState.NSG,30,3.0
